,Matlab Date,Time Collected PT (hhmm),Temp (deg C),Chl Volume Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg Phaeo (mg/m3),Nitrate (uM),Phosphate (uM),Silicate (uM) ,Nitrite (uM),Ammonium (uM),'CellCountDetection_Limit','Total_Diatoms','Akashiwo_sanguinea',Total_Tripos',Total_Cochlodinium_spp','Lingulodinium_polyedra',Total_Prorocentrum_spp','Total_Dinoflagellates','Total_Phytoplankton',DATE,SURF_SAL_PSU,BOT_SAL_PSU,SURF_TEMP_C,BOT_TEMP_C,WSPD
1323,738569.5,1200,15.3,100.0,1.34,1.31,1.33,0.29,0.25,0.27,0.0,0.22,1.4,0.0,0.0,,,,,,,,,,2022-02-17,33.5,33.49,15.4,15.2,3.582638888888889
1324,738574.495138889,1154,15.1,100.0,1.84,1.77,1.81,0.31,0.33,0.32,0.48,0.28,1.8,0.0,0.35,410.0,130460.0,0.0,1231.0,0.0,12308.0,820.0,37743.0,168203.0,2022-02-22,33.51,,15.1,,8.447222222222223
1325,738576.5,1201,14.8,100.0,1.92,1.85,1.88,0.29,0.31,0.3,0.37,0.26,2.3,0.0,0.27,,,,,,,,,,2022-02-24,33.49,33.48,14.8,14.8,5.851388888888889
1326,738580.5,1200,14.7,100.0,4.29,2.47,3.38,0.45,2.31,1.38,0.0,0.22,3.6,0.0,0.0,626.0,38800.0,0.0,4381.0,0.0,32542.0,5633.0,70716.0,109516.0,2022-02-28,33.52,33.52,14.7,14.5,3.498611111111112
1327,738583.497916667,1157,14.8,100.0,11.47,11.21,11.34,0.42,0.43,0.43,0.0,0.3,4.7,0.0,0.0,,,,,,,,,,2022-03-03,33.53,33.52,14.9,14.6,3.5444444444444443
1328,738587.496527778,1155,15.2,100.0,1.83,1.82,1.82,0.35,0.28,0.31,1.23,0.26,3.4,0.0,0.2,626.0,183360.0,626.0,626.0,0.0,5632.0,10012.0,39426.0,222786.0,2022-03-07,33.47,33.48,15.0,14.8,1.9430555555555555
1329,738590.501388889,1203,15.0,100.0,9.42,10.03,9.72,0.46,0.27,0.37,0.0,0.29,3.5,0.0,0.4,,,,,,,,,,2022-03-10,33.52,33.51,15.0,15.0,4.723611111111111
1330,738594.5,1200,15.5,100.0,5.01,4.93,4.97,0.22,0.29,0.25,0.7,0.18,2.4,0.0,0.28,626.0,56322.0,0.0,8761.0,0.0,44432.0,22529.0,127664.0,183986.0,2022-03-14,33.52,33.52,15.5,15.3,4.429861111111111
1331,738597.500694444,1202,16.0,100.0,7.39,7.97,7.68,0.67,0.61,0.64,0.21,0.17,3.2,0.0,0.3,,,,,,,,,,2022-03-17,33.53,33.53,16.1,15.6,5.15625
1332,738601.50625,1210,16.0,100.0,11.1,10.92,11.01,0.88,0.61,0.74,1.63,0.15,4.1,0.0,0.0,626.0,81980.0,0.0,18774.0,0.0,113270.0,49438.0,266592.0,348572.0,2022-03-21,33.56,33.62,15.3,13.7,6.220833333333333
1333,738604.498611111,1159,16.4,100.0,16.36,15.98,16.17,0.57,0.29,0.43,0.0,0.15,6.3,0.0,0.33,,,,,,,,,,2022-03-24,33.57,33.56,16.5,16.3,3.049305555555556
1334,738608.463194444,1107,15.1,100.0,5.05,5.35,5.2,0.51,0.1,0.3,1.41,0.28,4.7,0.0,0.3,626.0,484996.0,626.0,7510.0,0.0,23155.0,21278.0,98251.0,583247.0,2022-03-28,33.57,33.58,15.1,14.6,5.678472222222222
1335,738611.470138889,1118,16.0,100.0,7.72,7.74,7.73,0.1,0.17,0.14,0.0,0.15,3.1,0.0,0.0,,,,,,,,,,2022-03-31,33.51,,16.0,,3.55
1336,738615.503472222,1205,16.0,100.0,4.8,4.33,4.57,0.52,0.73,0.63,1.26,0.22,4.0,0.0,0.43,626.0,68838.0,8135.0,11265.0,0.0,23155.0,23781.0,104509.0,173347.0,2022-04-04,33.46,33.48,16.2,15.8,2.174305555555556
1337,738618.449305556,1047,16.2,100.0,6.06,5.67,5.86,0.48,0.68,0.58,0.42,0.24,5.9,0.0,0.36,,,,,,,,,,2022-04-07,33.52,33.52,16.3,16.1,2.676388888888889
1338,738622.497916667,1157,17.0,100.0,2.83,2.75,2.79,0.5,0.66,0.58,0.0,0.2,4.2,0.0,0.43,626.0,102631.0,1252.0,5633.0,0.0,15019.0,26909.0,84483.0,187114.0,2022-04-11,33.55,,17.1,,4.456944444444444
1339,738625.497222222,1156,16.6,100.0,7.34,6.99,7.16,0.65,0.83,0.74,0.47,0.19,3.8,0.0,0.48,,,,,,,,,,2022-04-14,33.57,33.57,16.6,16.6,3.792361111111111
1340,738629.505555556,1209,15.4,100.0,2.43,6.52,4.48,6.03,1.51,3.77,2.65,0.49,8.4,0.0,0.61,626.0,42555.0,1877.0,13767.0,8761.0,76974.0,28787.0,220908.0,263463.0,2022-04-18,33.59,33.64,16.1,12.8,3.355555555555556
1341,738632.494444444,1153,16.1,100.0,10.63,10.27,10.45,0.46,0.91,0.69,0.28,0.31,10.0,0.0,0.23,,,,,,,,,,2022-04-21,33.64,33.65,15.2,14.8,4.750694444444445
1342,738636.506944445,1211,15.6,100.0,8.2,8.03,8.12,0.75,0.8,0.78,1.7,0.33,13.2,0.0,0.0,626.0,512532.0,20651.0,5633.0,8135.0,35671.0,29412.0,224663.0,737195.0,2022-04-25,33.73,33.72,14.6,14.2,3.5013888888888887
1343,738639.501388889,1203,15.4,,,,,,,,0.35,0.15,7.6,0.0,0.34,,,,,,,,,,2022-04-28,33.72,33.71,15.3,15.0,3.2201388888888887
1344,738643.504861111,1207,16.1,100.0,3.24,3.31,3.28,0.62,0.46,0.54,0.26,0.2,5.8,0.0,0.39,626.0,458713.0,7510.0,1252.0,0.0,1877.0,12516.0,113896.0,572609.0,2022-05-02,33.63,33.63,16.2,16.1,2.879166666666667
1345,738646.494444444,1153,16.9,100.0,4.68,4.74,4.71,0.51,0.4,0.46,0.29,0.23,5.0,0.0,0.49,,,,,,,,,,2022-05-05,33.65,33.65,16.8,16.5,2.8506944444444446
1346,738650.5,1200,17.7,100.0,3.06,3.22,3.14,0.64,0.67,0.66,1.18,0.26,3.9,0.0,0.63,626.0,386746.0,1877.0,2503.0,0.0,16271.0,23780.0,101380.0,488126.0,2022-05-09,33.68,,17.6,,8.147222222222222
1347,738653.493055556,1151,18.0,100.0,4.39,4.65,4.52,0.66,0.54,0.6,0.29,0.0,4.1,0.0,0.0,,,,,,,,,,2022-05-12,33.72,,17.3,,5.922222222222222
1348,738657.500694444,1202,17.2,100.0,11.81,,11.81,1.09,,1.09,2.0,0.21,7.6,0.0,0.46,1480.0,287189.0,69577.0,20725.0,4441.0,74018.0,118428.0,583260.0,870449.0,2022-05-16,33.73,33.73,16.7,16.5,3.5326388888888887
1349,738660.525,1237,18.2,100.0,23.08,23.66,23.37,1.63,1.25,1.44,0.26,0.0,5.6,0.0,0.0,,,,,,,,,,2022-05-19,33.74,,17.9,,3.686805555555555
1350,738664.354861111,831,17.4,100.0,3.08,3.31,3.19,1.18,0.76,0.97,0.28,0.15,4.7,0.0,0.73,626.0,63206.0,3129.0,7509.0,1252.0,10639.0,45683.0,140180.0,203386.0,2022-05-23,33.72,33.72,17.7,17.7,2.671527777777777
1351,738667.5,1201,18.5,100.0,6.03,5.98,6.01,0.63,0.68,0.66,0.68,0.1,4.0,0.0,0.6,,,,,,,,,,2022-05-26,33.72,33.72,18.4,18.1,2.353472222222222
1352,738672.494444444,1153,19.1,100.0,5.94,5.7,5.82,0.72,0.64,0.68,0.41,0.15,3.1,0.0,0.3,626.0,339810.0,2503.0,11890.0,0.0,26909.0,11891.0,126412.0,466222.0,2022-05-31,33.75,,18.9,,3.629496402877698
1353,738674.500694444,1202,19.8,100.0,2.4,2.56,2.48,0.42,0.4,0.41,1.28,0.0,2.6,0.0,0.28,,,,,,,,,,2022-06-02,33.77,33.71,19.8,16.0,3.607638888888889
1354,738678.504166667,1206,20.9,100.0,2.19,2.27,2.23,0.49,0.52,0.51,0.34,0.15,2.0,0.0,1.12,626.0,85109.0,0.0,3755.0,5006.0,18774.0,5632.0,152696.0,237805.0,2022-06-06,33.77,33.77,20.7,20.8,3.377083333333333
1355,738681.4875,1143,19.1,100.0,0.84,0.87,0.85,0.23,0.23,0.23,0.31,0.24,0.0,0.0,0.85,,,,,,,,,,2022-06-09,33.58,33.58,19.1,19.1,4.090972222222223
1356,738685.500694444,1202,19.5,100.0,1.95,1.92,1.93,0.41,0.43,0.42,0.32,0.22,2.2,0.0,0.32,626.0,50064.0,0.0,1877.0,1252.0,5632.0,1252.0,46935.0,96999.0,2022-06-13,33.63,33.62,19.9,17.8,3.058333333333333
1357,738688.477083333,1128,20.3,100.0,1.21,1.23,1.22,0.31,0.3,0.3,0.27,0.2,1.4,0.0,0.85,,,,,,,,,,2022-06-16,33.59,33.58,21.1,20.4,3.775
1358,738693.504166667,1206,21.2,100.0,1.25,1.39,1.32,0.49,0.42,0.46,0.6,0.19,2.0,0.0,0.79,626.0,37548.0,0.0,1878.0,0.0,2503.0,2504.0,63832.0,101380.0,2022-06-21,33.65,33.63,21.1,21.0,3.706944444444444
1359,738695.496527778,1155,22.2,100.0,1.58,1.58,1.58,0.51,0.42,0.46,0.95,0.11,1.7,0.0,0.54,,,,,,,,,,2022-06-23,33.68,33.68,22.0,22.0,4.690277777777777
1360,738699.490277778,1146,18.4,100.0,2.33,2.27,2.3,0.39,0.41,0.4,0.0,0.18,4.9,0.0,0.36,626.0,62580.0,0.0,16271.0,1252.0,6258.0,7510.0,120780.0,183360.0,2022-06-27,33.61,33.59,18.3,17.3,2.4722222222222223
1361,738702.496527778,1155,20.1,100.0,1.46,1.45,1.45,0.3,0.31,0.3,0.22,0.18,5.1,0.0,0.63,,,,,,,,,,2022-06-30,33.6,33.58,20.3,18.3,2.5083333333333333
1362,738707.504861111,1207,21.5,100.0,2.55,2.6,2.58,0.44,0.43,0.44,0.27,0.13,2.9,0.0,0.86,626.0,122657.0,0.0,2503.0,1252.0,13768.0,13767.0,113896.0,236553.0,2022-07-05,33.68,33.67,21.7,21.4,3.779166666666667
1363,738709.505555556,1209,21.0,100.0,3.18,3.32,3.25,0.86,0.71,0.79,0.0,0.11,3.5,0.0,0.33,,,,,,,,,,2022-07-07,33.63,33.56,21.2,15.5,3.329861111111111
1364,738713.517361111,1225,20.6,100.0,4.89,5.02,4.95,0.8,0.7,0.75,0.27,0.1,2.9,0.0,0.56,626.0,282237.0,0.0,17523.0,3755.0,28787.0,25658.0,192747.0,474984.0,2022-07-11,33.65,33.62,20.7,19.8,2.7916666666666665
1365,738716.484722222,1138,19.4,100.0,3.15,3.18,3.16,0.92,0.97,0.94,0.0,0.14,4.7,0.0,0.37,,,,,,,,,,2022-07-14,33.64,33.6,19.8,17.6,2.6666666666666665
1366,738720.503472222,1205,19.1,100.0,1.93,2.01,1.97,0.4,0.39,0.4,0.0,0.15,3.3,0.0,0.49,626.0,193999.0,0.0,0.0,0.0,626.0,18148.0,75096.0,269095.0,2022-07-18,33.55,33.55,19.3,19.0,2.165277777777778
1367,738723.49375,1152,20.7,100.0,4.86,4.53,4.7,0.69,0.61,0.65,0.0,0.12,3.2,0.0,0.0,,,,,,,,,,2022-07-21,33.56,33.54,20.5,18.9,2.670138888888889
1368,738727.504861111,1207,22.1,100.0,4.63,4.49,4.56,0.56,0.58,0.57,0.0,0.0,0.0,0.0,0.44,626.0,448074.0,0.0,6884.0,626.0,35671.0,45684.0,177102.0,625176.0,2022-07-25,33.62,33.57,22.1,20.1,2.9368055555555554
1369,738730.49375,1152,21.8,100.0,1.17,1.19,1.18,0.41,0.37,0.39,0.34,0.18,1.5,0.0,0.58,,,,,,,,,,2022-07-28,33.63,33.58,22.1,20.3,2.9027777777777777
1370,738734.5,1201,23.5,100.0,1.36,1.35,1.35,0.32,0.37,0.35,0.0,0.0,0.0,0.0,0.77,626.0,260334.0,0.0,4381.0,0.0,10013.0,10012.0,83232.0,343566.0,2022-08-01,33.69,33.65,23.6,22.6,2.890277777777777
1371,738737.48125,1133,22.8,100.0,2.12,2.12,2.12,0.47,0.5,0.48,0.0,0.0,1.1,0.0,0.44,,,,,,,,,,2022-08-04,33.65,33.54,22.9,18.2,2.415277777777778
1372,738741.505555556,1208,19.7,100.0,2.04,2.13,2.08,0.43,0.53,0.48,0.0,0.22,2.9,0.0,0.31,626.0,162083.0,0.0,0.0,0.0,1252.0,20026.0,68838.0,230921.0,2022-08-08,33.53,33.49,19.1,17.1,3.6822033898305087
1373,738744.510416667,1215,20.5,100.0,1.89,1.83,1.86,0.47,0.48,0.48,0.0,0.3,5.0,0.0,0.46,,,,,,,,,,2022-08-11,33.5,33.48,20.1,17.9,3.066666666666667
1374,738748.498611111,1159,23.7,100.0,1.32,1.32,1.32,0.27,0.29,0.28,0.0,0.0,0.0,0.0,0.58,626.0,399887.0,0.0,3129.0,0.0,1252.0,10013.0,29413.0,429300.0,2022-08-15,33.64,33.55,23.6,20.6,2.8541666666666665
1375,738751.482638889,1136,23.2,100.0,1.28,1.25,1.27,0.37,0.4,0.38,0.0,0.16,1.9,0.0,0.39,,,,,,,,,,2022-08-18,33.59,33.49,23.5,16.9,4.092361111111111
1376,738755.490972222,1147,22.3,100.0,1.63,1.62,1.63,0.41,0.47,0.44,0.0,0.13,0.0,0.0,0.72,626.0,570731.0,0.0,3129.0,0.0,4381.0,2504.0,35671.0,606402.0,2022-08-22,33.62,33.59,22.3,21.1,3.129166666666667
1377,738758.482638889,1136,24.0,100.0,1.89,1.82,1.86,0.52,0.74,0.63,0.0,0.0,0.0,0.0,0.32,,,,,,,,,,2022-08-25,33.65,33.65,24.0,23.4,3.086111111111111
1378,738762.49375,1152,23.6,100.0,1.0,0.99,1.0,0.2,0.21,0.21,0.0,0.0,0.0,0.0,0.54,626.0,517538.0,0.0,0.0,0.0,0.0,1252.0,13142.0,530680.0,2022-08-29,33.68,33.62,23.6,21.7,3.323611111111111
1379,738765.470138889,1118,17.9,100.0,1.78,1.8,1.79,0.5,0.52,0.51,0.29,0.42,2.6,0.0,1.15,,,,,,,,,,2022-09-01,33.51,33.49,17.9,14.1,5.519444444444444
1380,738770.496527778,1155,24.8,100.0,1.17,1.18,1.18,0.25,0.23,0.24,0.0,0.12,0.0,0.0,0.34,626.0,474984.0,0.0,0.0,0.0,626.0,3129.0,29413.0,504397.0,2022-09-06,33.63,33.61,24.7,23.7,2.40625
1381,738772.503472222,1205,24.1,100.0,1.42,1.43,1.43,0.41,0.4,0.41,0.3,0.18,0.0,0.0,0.57,,,,,,,,,,2022-09-08,33.61,33.55,24.7,22.3,3.1104166666666666
1382,738776.504861111,1207,21.6,100.0,1.29,1.36,1.32,0.29,0.27,0.28,0.0,0.27,1.5,0.0,0.79,626.0,39426.0,0.0,626.0,0.0,5632.0,9387.0,45684.0,85110.0,2022-09-12,33.6,33.5,22.4,21.3,2.1909722222222223
1383,738779.497916667,1157,21.4,100.0,0.79,0.92,0.85,0.34,0.26,0.3,0.0,0.24,1.4,0.0,0.41,,,,,,,,,,2022-09-15,33.5,33.49,21.7,21.4,2.814583333333333
1384,738783.500694444,1202,21.5,100.0,0.96,0.93,0.95,0.27,0.25,0.26,0.0,0.26,2.1,0.0,0.35,626.0,138302.0,626.0,0.0,0.0,0.0,3129.0,13142.0,151444.0,2022-09-19,33.51,33.5,21.6,21.4,2.946527777777778
1385,738786.490972222,1147,21.3,100.0,1.13,1.17,1.15,0.4,0.45,0.43,0.0,0.27,1.3,0.0,0.78,,,,,,,,,,2022-09-22,33.5,33.44,21.6,19.5,3.2493055555555554
1386,738790.500694444,1202,21.7,100.0,13.91,14.1,14.01,2.01,2.02,2.02,0.0,0.17,2.5,0.0,0.0,626.0,94496.0,0.0,3755.0,6258.0,192121.0,36297.0,390500.0,484996.0,2022-09-26,33.51,33.47,22.1,19.9,4.923611111111111
1387,738793.495138889,1154,22.5,100.0,5.76,6.27,6.01,0.79,0.83,0.81,0.0,0.13,2.5,0.0,0.0,,,,,,,,,,2022-09-29,33.56,33.51,22.2,20.9,2.81875
1388,738797.501388889,1203,19.8,100.0,7.17,7.2,7.19,0.64,0.61,0.63,0.26,0.32,2.4,0.0,1.1,626.0,113896.0,0.0,3755.0,1877.0,43180.0,35045.0,125160.0,239056.0,2022-10-03,33.54,33.45,20.1,17.2,2.7152777777777777
1389,738800.497916667,1157,19.7,100.0,3.29,3.44,3.36,0.61,0.56,0.59,0.0,0.25,2.2,0.0,1.08,,,,,,,,,,2022-10-06,33.52,33.5,19.4,19.3,1.9527777777777775
1390,738804.495138889,1154,20.3,100.0,11.34,11.34,11.34,1.21,1.25,1.23,0.0,0.12,1.9,0.0,0.25,626.0,159579.0,0.0,28787.0,1877.0,36922.0,71341.0,296630.0,456209.0,2022-10-10,33.52,33.51,20.5,20.2,2.288888888888889
1391,738807.504166667,1206,20.0,100.0,22.69,21.52,22.11,2.71,3.16,2.93,0.0,0.16,1.8,0.0,0.33,,,,,,,,,,2022-10-13,33.53,33.52,20.3,20.1,2.927083333333333
1392,738811.500694444,1202,20.2,100.0,14.71,14.77,14.74,1.98,2.89,2.44,0.33,0.21,1.5,0.0,0.99,626.0,94496.0,626.0,55697.0,14394.0,0.0,91367.0,562596.0,657092.0,2022-10-17,33.53,33.43,21.1,17.0,3.665972222222222
1393,738814.483333333,1137,19.9,100.0,4.63,4.23,4.43,0.89,0.84,0.86,0.4,0.15,1.8,0.0,0.92,,,,,,,,,,2022-10-20,33.52,33.43,20.0,16.9,2.4076388888888887
1394,738818.488194444,1144,20.4,100.0,1.28,1.32,1.3,0.26,0.25,0.26,0.28,0.2,1.5,0.0,0.67,626.0,28161.0,0.0,12516.0,3129.0,0.0,12516.0,65709.0,93870.0,2022-10-24,33.61,33.51,20.2,18.7,3.0104166666666665
1395,738821.497222222,1156,19.2,100.0,1.32,1.31,1.32,0.38,0.33,0.35,0.41,0.29,2.2,0.0,1.01,,,,,,,,,,2022-10-27,33.58,33.58,19.6,19.6,3.2256944444444446
1396,738825.446527778,1044,19.8,100.0,2.46,2.45,2.45,0.68,0.64,0.66,0.37,0.21,1.8,0.0,0.53,626.0,37548.0,0.0,13768.0,6884.0,6258.0,41928.0,243437.0,280985.0,2022-10-31,33.61,33.6,20.1,19.8,4.202083333333333
1397,738832.497916667,1157,17.5,100.0,6.36,6.35,6.35,0.75,0.74,0.75,0.25,0.27,2.4,0.0,0.28,626.0,58825.0,0.0,15019.0,2503.0,43806.0,111392.0,261585.0,320410.0,2022-11-07,33.57,33.57,17.7,17.7,3.866666666666666
1398,738835.476388889,1127,17.2,100.0,1.02,1.06,1.04,0.41,0.38,0.4,1.46,0.49,2.8,0.0,1.01,,,,,,,,,,2022-11-10,33.51,33.49,17.8,17.8,4.540277777777778
1399,738839.498611111,1158,17.2,100.0,2.67,2.55,2.61,0.8,0.76,0.78,0.35,0.34,2.9,0.0,0.63,626.0,21277.0,0.0,4381.0,0.0,14393.0,17522.0,72593.0,93870.0,2022-11-14,33.53,33.53,17.5,17.1,3.869444444444445
1400,738842.492361111,1149,16.6,100.0,2.2,2.36,2.28,0.78,0.46,0.62,0.28,0.32,2.4,0.0,0.61,,,,,,,,,,2022-11-17,33.54,33.51,17.3,16.4,2.0972222222222223
1401,738846.494444444,1153,17.2,100.0,1.07,1.04,1.06,0.27,0.24,0.25,0.22,0.29,1.7,0.0,0.83,626.0,18148.0,0.0,1252.0,1877.0,5632.0,5007.0,30664.0,48812.0,2022-11-21,33.57,33.56,17.7,17.3,2.1534722222222222
1402,738853.50625,1210,15.6,100.0,1.61,1.58,1.6,0.4,0.38,0.39,0.9,0.38,1.6,0.0,0.8,626.0,55071.0,0.0,626.0,1252.0,5632.0,626.0,28161.0,83232.0,2022-11-28,33.48,33.47,15.6,15.6,2.245833333333333
1403,738856.493055556,1150,15.2,100.0,1.98,1.98,1.98,0.54,0.57,0.55,1.58,0.43,2.5,0.0,0.87,,,,,,,,,,2022-12-01,33.49,33.48,15.4,15.4,3.317361111111111
1404,738860.495138889,1154,15.5,100.0,1.36,1.33,1.35,0.43,0.42,0.42,1.55,0.47,2.5,0.14,1.15,626.0,8135.0,0.0,1877.0,0.0,2503.0,626.0,24406.0,32541.0,2022-12-05,33.49,33.48,15.7,15.8,4.463888888888889
1405,738863.498611111,1158,15.4,100.0,0.76,0.75,0.76,0.37,0.33,0.35,1.46,0.46,3.1,0.0,1.13,,,,,,,,,,2022-12-08,33.51,33.48,15.7,15.7,2.8944444444444444
1406,738867.486805556,1141,14.3,100.0,1.36,1.35,1.36,0.75,0.76,0.76,3.71,0.64,3.8,0.18,0.98,626.0,38174.0,0.0,2503.0,1252.0,626.0,0.0,18148.0,56322.0,2022-12-12,33.24,33.37,14.5,14.3,5.565277777777777
1407,738870.516666667,1224,14.6,100.0,1.46,1.41,1.44,0.35,0.31,0.33,3.17,0.52,4.2,0.11,0.66,,,,,,,,,,2022-12-15,33.45,33.43,14.7,14.6,3.1263888888888887
1408,738874.494444444,1153,14.7,100.0,1.21,1.15,1.18,0.41,0.54,0.47,2.36,0.47,3.6,0.0,0.78,626.0,18148.0,0.0,0.0,0.0,2503.0,626.0,12516.0,30664.0,2022-12-19,33.46,33.45,15.0,14.8,2.040972222222222
1409,738877.5,1200,14.7,100.0,3.46,3.45,3.45,0.66,0.68,0.67,1.07,0.38,3.7,0.0,0.29,,,,,,,,,,2022-12-22,33.46,33.46,14.9,14.8,2.0597222222222222
1410,738882.514583333,1221,14.4,100.0,1.07,1.2,1.13,0.61,0.51,0.56,3.89,0.6,4.6,0.2,0.82,626.0,11264.0,0.0,1878.0,0.0,1252.0,0.0,28161.0,39425.0,2022-12-27,33.58,33.43,14.7,14.6,2.2215277777777778
1411,738884.497916667,1157,14.7,100.0,1.76,1.82,1.79,0.66,0.66,0.66,2.22,0.47,3.5,0.0,1.34,,,,,,,,,,2022-12-29,33.39,33.39,14.9,14.9,1.8923611111111112
1412,738889.500694444,1202,14.9,100.0,0.81,0.8,0.8,0.82,0.83,0.83,1.79,0.49,2.7,0.0,1.72,626.0,26909.0,0.0,1252.0,1252.0,0.0,0.0,31290.0,58199.0,2023-01-03,33.26,33.25,14.9,14.9,7.747916666666667
1413,738891.534722222,1251,14.8,100.0,1.03,1.02,1.02,0.64,0.6,0.62,2.25,0.5,2.7,0.1,1.6,,,,,,,,,,2023-01-05,33.3,,14.9,,7.549305555555555
1414,738895.511805556,1218,15.0,100.0,1.86,1.89,1.87,0.48,0.44,0.46,2.06,0.48,3.3,0.12,1.87,626.0,12516.0,0.0,10013.0,0.0,1877.0,4381.0,55071.0,67587.0,2023-01-09,33.34,33.33,15.0,15.0,6.720138888888889
1415,738898.509722222,1214,14.9,100.0,1.06,1.13,1.1,0.59,0.51,0.55,2.37,0.51,3.2,0.13,1.91,,,,,,,,,,2023-01-12,33.35,,15.3,,2.0770833333333334
1416,738903.497916667,1157,14.5,100.0,1.29,1.28,1.29,1.03,0.99,1.01,5.07,0.71,8.0,0.16,1.7,626.0,18148.0,0.0,1252.0,0.0,0.0,0.0,20651.0,38799.0,2023-01-17,,,,,10.225694444444445
1417,738905.501388889,1203,15.0,100.0,0.79,0.84,0.81,0.31,0.32,0.32,1.88,0.47,3.4,0.1,1.38,,,,,,,,,,2023-01-19,33.26,33.23,14.8,14.8,3.1263888888888887
1418,738909.432638889,1023,14.2,100.0,1.08,1.07,1.07,0.4,0.41,0.4,2.87,0.51,3.9,0.2,1.39,626.0,10639.0,0.0,1252.0,0.0,626.0,626.0,16897.0,27536.0,2023-01-23,33.23,33.22,14.5,14.5,7.899305555555555
1419,738912.505555556,1209,14.1,100.0,1.69,1.62,1.66,0.48,0.45,0.47,4.08,0.61,5.4,0.16,1.31,,,,,,,,,,2023-01-26,33.26,33.27,14.4,14.2,4.047916666666667
1420,738916.49375,1152,13.9,100.0,1.45,1.65,1.55,0.87,0.62,0.74,0.54,0.32,1.2,0.0,1.48,626.0,132044.0,0.0,626.0,0.0,0.0,0.0,25032.0,157076.0,2023-01-30,33.08,33.22,13.8,13.9,4.066666666666666
1421,738919.494444444,1153,14.4,100.0,1.6,1.59,1.6,0.46,0.46,0.46,1.66,0.45,2.5,0.13,0.63,,,,,,,,,,2023-02-02,33.3,33.3,14.6,14.7,4.070833333333334
1422,738923.504166667,1206,14.1,100.0,2.02,2.05,2.03,1.09,1.02,1.05,1.56,0.38,2.2,0.0,0.68,626.0,150818.0,0.0,0.0,0.0,1252.0,0.0,29413.0,180231.0,2023-02-06,33.28,,14.5,,9.533333333333331
1423,738926.522222222,1232,14.6,100.0,2.92,3.18,3.05,0.65,0.8,0.72,1.71,0.45,2.5,0.1,0.79,,,,,,,,,,2023-02-09,33.38,33.44,14.4,13.7,2.1625
1424,738930.5,1201,13.9,100.0,3.43,3.44,3.43,0.8,0.84,0.82,1.51,0.4,2.0,0.0,0.6,626.0,412403.0,0.0,5007.0,1252.0,1252.0,4381.0,77599.0,490002.0,2023-02-13,33.31,33.3,13.9,13.9,4.403472222222223
1425,738933.509722222,1214,13.3,100.0,3.76,3.51,3.64,1.7,1.77,1.73,4.0,0.55,4.1,0.0,0.75,,,,,,,,,,2023-02-16,33.37,33.36,13.3,13.3,4.428472222222222
1426,738938.504861111,1207,13.8,100.0,5.14,4.93,5.04,0.79,0.93,0.86,1.19,0.39,2.5,0.0,0.57,626.0,962483.0,0.0,3129.0,6884.0,626.0,8762.0,88238.0,1050721.0,2023-02-21,33.4,33.42,14.2,14.2,3.582638888888889
1427,738940.494444444,1153,13.5,100.0,4.42,4.39,4.41,1.49,1.53,1.51,0.33,0.37,1.8,0.0,0.72,,,,,,,,,,2023-02-23,33.4,,13.8,,6.020138888888889
1428,738944.493055556,1150,13.4,100.0,1.5,1.51,1.51,0.52,0.54,0.53,2.91,0.55,2.8,0.0,1.75,626.0,317282.0,0.0,0.0,626.0,0.0,8136.0,48813.0,366095.0,2023-02-27,33.36,33.33,13.9,13.8,3.59375
1429,738947.50625,1210,13.4,100.0,3.82,3.83,3.82,2.36,2.49,2.42,2.91,0.54,3.7,0.0,1.53,,,,,,,,,,2023-03-02,33.23,33.23,13.7,13.8,6.048611111111111
1430,738951.509722222,1214,14.2,100.0,2.74,2.72,2.73,0.63,0.62,0.62,1.12,0.36,2.1,0.0,0.78,626.0,350449.0,0.0,626.0,0.0,626.0,38800.0,101380.0,451829.0,2023-03-06,33.13,33.14,14.4,14.5,3.936805555555555
1431,738954.492361111,1149,14.2,100.0,1.71,1.93,1.82,0.87,0.77,0.82,3.4,0.6,3.9,0.0,2.67,,,,,,,,,,2023-03-09,33.22,33.2,13.9,13.7,2.682638888888889
1432,738958.497222222,1156,13.8,100.0,2.27,2.22,2.24,2.71,2.84,2.78,1.81,0.46,1.8,0.0,1.84,626.0,383617.0,0.0,1252.0,0.0,0.0,15645.0,58825.0,442442.0,2023-03-13,33.21,33.21,14.5,14.2,1.8854166666666667
1433,738961.5,1201,13.8,100.0,1.84,1.75,1.8,0.8,0.9,0.85,1.11,0.29,1.5,0.0,1.35,,,,,,,,,,2023-03-16,33.06,33.06,13.9,14.0,3.0416666666666665
1434,738965.504861111,1207,14.9,100.0,1.89,1.91,1.9,0.36,0.27,0.32,0.3,0.23,1.2,0.0,0.52,626.0,324791.0,0.0,11890.0,0.0,0.0,13767.0,58200.0,382991.0,2023-03-20,32.76,32.85,15.1,14.9,5.486111111111111
1435,738968.498611111,1159,14.3,100.0,2.2,1.98,2.09,0.86,0.88,0.87,2.66,1.13,3.1,0.11,2.23,,,,,,,,,,2023-03-23,33.1,33.09,14.6,14.6,6.203472222222222
