"serial_day","chlA_.1wk","chlA","nitrate","phosphate","silicate","nitrite","nitrate_phosphate_ratio","N_star","Si_star","AvgTemp_1wk","AvgDens_1wk","SST","WIND_SPD","U_WIND","PRCP_2wkavg","AWND_2wkavg","chlA_1wk","nitrate_1wk","phosphate_1wk","silicate_1wk","nitrite_1wk","nitrate_phosphate_ratio_1wk","N_star_1wk","Si_star_1wk","AvgTemp_1wk_1wk","AvgDens_1wk_1wk","SST_1wk","WIND_SPD_1wk","U_WIND_1wk","PRCP_2wkavg_1wk","AWND_2wkavg_1wk","chlA_2wk","nitrate_2wk","phosphate_2wk","silicate_2wk","nitrite_2wk","nitrate_phosphate_ratio_2wk","N_star_2wk","Si_star_2wk","AvgTemp_1wk_2wk","AvgDens_1wk_2wk","SST_2wk","WIND_SPD_2wk","U_WIND_2wk","PRCP_2wkavg_2wk","AWND_2wkavg_2wk"
732682,5.14,1.97,1.05,0.39,2.88,0.116,2.6923077,-5.19,2.49,15.406667,1024.6187,14.95044,3.7829063,-0.036474547,9.5714286,23.071429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732689,3.755,5.14,1.04,0.31,2.6,0.109,3.3548387,-3.92,2.29,15.721429,1024.2668,14.420238,3.6547619,0.51411382,9.5714286,18.5,1.97,1.05,0.39,2.88,0.116,2.6923077,-5.19,2.49,15.406667,1024.6187,14.95044,3.7829063,-0.036474547,9.5714286,23.071429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732696,4.215,3.755,3.68,0.53,4.81,0.205,6.9433962,-4.8,4.28,14.990476,1024.6899,14.263289,4.1863225,1.5579782,0,18.428571,5.14,1.04,0.31,2.6,0.109,3.3548387,-3.92,2.29,15.721429,1024.2668,14.420238,3.6547619,0.51411382,9.5714286,18.5,1.97,1.05,0.39,2.88,0.116,2.6923077,-5.19,2.49,15.406667,1024.6187,14.95044,3.7829063,-0.036474547,9.5714286,23.071429
732703,9.705,4.215,0.54,0.28,3.53,0.07,1.9285714,-3.94,3.25,14.287143,1024.9429,14.086801,4.8904891,1.9066175,0,20.928571,3.755,3.68,0.53,4.81,0.205,6.9433962,-4.8,4.28,14.990476,1024.6899,14.263289,4.1863225,1.5579782,0,18.428571,5.14,1.04,0.31,2.6,0.109,3.3548387,-3.92,2.29,15.721429,1024.2668,14.420238,3.6547619,0.51411382,9.5714286,18.5
732710,6.6,9.705,0.63,0.33,3.9,0.065,1.9090909,-4.65,3.57,14.494286,1024.9158,14.185417,3.8476449,1.6400721,0,17.642857,4.215,0.54,0.28,3.53,0.07,1.9285714,-3.94,3.25,14.287143,1024.9429,14.086801,4.8904891,1.9066175,0,20.928571,3.755,3.68,0.53,4.81,0.205,6.9433962,-4.8,4.28,14.990476,1024.6899,14.263289,4.1863225,1.5579782,0,18.428571
732717,3.125,6.6,1.02,0.25,4.53,0.084,4.08,-2.98,4.28,14.866667,1024.842,14.484821,2.9434783,0.88833085,0,19.857143,9.705,0.63,0.33,3.9,0.065,1.9090909,-4.65,3.57,14.494286,1024.9158,14.185417,3.8476449,1.6400721,0,17.642857,4.215,0.54,0.28,3.53,0.07,1.9285714,-3.94,3.25,14.287143,1024.9429,14.086801,4.8904891,1.9066175,0,20.928571
732724,3.615,3.125,0.52,0.28,3.31,0.062,1.8571429,-3.96,3.03,15.016667,1024.826,14.838587,3.1209627,0.79789738,0,24.5,6.6,1.02,0.25,4.53,0.084,4.08,-2.98,4.28,14.866667,1024.842,14.484821,2.9434783,0.88833085,0,19.857143,9.705,0.63,0.33,3.9,0.065,1.9090909,-4.65,3.57,14.494286,1024.9158,14.185417,3.8476449,1.6400721,0,17.642857
732731,3.755,3.615,0.24,0.18,2.84,0.026,1.3333333,-2.64,2.66,14.90119,1024.8444,14.562099,4.0382246,1.1950059,6.1428571,25.071429,3.125,0.52,0.28,3.31,0.062,1.8571429,-3.96,3.03,15.016667,1024.826,14.838587,3.1209627,0.79789738,0,24.5,6.6,1.02,0.25,4.53,0.084,4.08,-2.98,4.28,14.866667,1024.842,14.484821,2.9434783,0.88833085,0,19.857143
732738,8.645,3.755,0.32,0.2,2.82,0.012,1.6,-2.88,2.62,15.104762,1024.7755,14.151475,4.0447723,0.72330504,20.142857,22.357143,3.615,0.24,0.18,2.84,0.026,1.3333333,-2.64,2.66,14.90119,1024.8444,14.562099,4.0382246,1.1950059,6.1428571,25.071429,3.125,0.52,0.28,3.31,0.062,1.8571429,-3.96,3.03,15.016667,1024.826,14.838587,3.1209627,0.79789738,0,24.5
732745,4.205,8.645,0.35,0.31,4.63,0.027,1.1290323,-4.61,4.32,14.65,1024.8814,13.93957,4.721558,0.39816643,15.857143,26.714286,3.755,0.32,0.2,2.82,0.012,1.6,-2.88,2.62,15.104762,1024.7755,14.151475,4.0447723,0.72330504,20.142857,22.357143,3.615,0.24,0.18,2.84,0.026,1.3333333,-2.64,2.66,14.90119,1024.8444,14.562099,4.0382246,1.1950059,6.1428571,25.071429
732752,7.35,4.205,3.13,0.52,8.37,0.089,6.0192308,-5.19,7.85,13.688095,1025.0398,13.224702,5.6770833,1.2275788,9.2857143,35.571429,8.645,0.35,0.31,4.63,0.027,1.1290323,-4.61,4.32,14.65,1024.8814,13.93957,4.721558,0.39816643,15.857143,26.714286,3.755,0.32,0.2,2.82,0.012,1.6,-2.88,2.62,15.104762,1024.7755,14.151475,4.0447723,0.72330504,20.142857,22.357143
732759,1.65,7.35,2.92,0.64,2.54,0.119,4.5625,-7.32,1.9,13.092857,1025.301,12.738095,5.9508929,1.6141974,15.214286,37.214286,4.205,3.13,0.52,8.37,0.089,6.0192308,-5.19,7.85,13.688095,1025.0398,13.224702,5.6770833,1.2275788,9.2857143,35.571429,8.645,0.35,0.31,4.63,0.027,1.1290323,-4.61,4.32,14.65,1024.8814,13.93957,4.721558,0.39816643,15.857143,26.714286
732766,1.375,1.65,0.99,0.49,2.66,0.079,2.0204082,-6.85,2.17,14.066667,1025.1355,13.105952,4.8991071,0.65315618,15.357143,31.928571,7.35,2.92,0.64,2.54,0.119,4.5625,-7.32,1.9,13.092857,1025.301,12.738095,5.9508929,1.6141974,15.214286,37.214286,4.205,3.13,0.52,8.37,0.089,6.0192308,-5.19,7.85,13.688095,1025.0398,13.224702,5.6770833,1.2275788,9.2857143,35.571429
732773,6.505,1.375,0.99,0.44,2.83,0.061,2.25,-6.05,2.39,15.260714,1024.8026,13.778382,4.2887716,-0.52569551,16.785714,30.071429,1.65,0.99,0.49,2.66,0.079,2.0204082,-6.85,2.17,14.066667,1025.1355,13.105952,4.8991071,0.65315618,15.357143,31.928571,7.35,2.92,0.64,2.54,0.119,4.5625,-7.32,1.9,13.092857,1025.301,12.738095,5.9508929,1.6141974,15.214286,37.214286
732780,8.05,6.505,0.18,0.23,4.72,0.03,0.7826087,-3.5,4.49,15.766667,1024.6555,14.459632,4.0381764,-0.63290123,9.2142857,28.714286,1.375,0.99,0.44,2.83,0.061,2.25,-6.05,2.39,15.260714,1024.8026,13.778382,4.2887716,-0.52569551,16.785714,30.071429,1.65,0.99,0.49,2.66,0.079,2.0204082,-6.85,2.17,14.066667,1025.1355,13.105952,4.8991071,0.65315618,15.357143,31.928571
732787,4.62,8.05,0.96,0.5,9.75,0.039,1.92,-7.04,9.25,16.245238,1024.51,15.133747,3.8764363,0.029251165,5.8571429,27,6.505,0.18,0.23,4.72,0.03,0.7826087,-3.5,4.49,15.766667,1024.6555,14.459632,4.0381764,-0.63290123,9.2142857,28.714286,1.375,0.99,0.44,2.83,0.061,2.25,-6.05,2.39,15.260714,1024.8026,13.778382,4.2887716,-0.52569551,16.785714,30.071429
732794,7.965,4.62,0.92,0.33,6.02,0.04,2.7878788,-4.36,5.69,15.364286,1024.8159,15.612319,4.2111801,0.59537805,6.7857143,30.571429,8.05,0.96,0.5,9.75,0.039,1.92,-7.04,9.25,16.245238,1024.51,15.133747,3.8764363,0.029251165,5.8571429,27,6.505,0.18,0.23,4.72,0.03,0.7826087,-3.5,4.49,15.766667,1024.6555,14.459632,4.0381764,-0.63290123,9.2142857,28.714286
732801,5.42,7.965,1.11,0.45,10.16,0.053,2.4666667,-6.09,9.71,15.521429,1024.8088,16.073007,3.1743271,0.60077337,0.92857143,32.357143,4.62,0.92,0.33,6.02,0.04,2.7878788,-4.36,5.69,15.364286,1024.8159,15.612319,4.2111801,0.59537805,6.7857143,30.571429,8.05,0.96,0.5,9.75,0.039,1.92,-7.04,9.25,16.245238,1024.51,15.133747,3.8764363,0.029251165,5.8571429,27
732808,3.74,5.42,0.36,0.27,5.2,0.043,1.3333333,-3.96,4.93,16.428571,1024.6212,16.377472,2.6854167,0.14753879,0,31.642857,7.965,1.11,0.45,10.16,0.053,2.4666667,-6.09,9.71,15.521429,1024.8088,16.073007,3.1743271,0.60077337,0.92857143,32.357143,4.62,0.92,0.33,6.02,0.04,2.7878788,-4.36,5.69,15.364286,1024.8159,15.612319,4.2111801,0.59537805,6.7857143,30.571429
732815,3.005,3.74,0.29,0.15,3.16,0.026,1.9333333,-2.11,3.01,17.5,1024.3444,16.493116,2.6335145,-0.51574581,0,28.785714,5.42,0.36,0.27,5.2,0.043,1.3333333,-3.96,4.93,16.428571,1024.6212,16.377472,2.6854167,0.14753879,0,31.642857,7.965,1.11,0.45,10.16,0.053,2.4666667,-6.09,9.71,15.521429,1024.8088,16.073007,3.1743271,0.60077337,0.92857143,32.357143
732822,5.52,3.005,1.59,0.76,11.64,0.107,2.0921053,-10.57,10.88,18.184524,1024.1655,16.923874,2.8541796,-0.61416905,14,29.571429,3.74,0.29,0.15,3.16,0.026,1.9333333,-2.11,3.01,17.5,1024.3444,16.493116,2.6335145,-0.51574581,0,28.785714,5.42,0.36,0.27,5.2,0.043,1.3333333,-3.96,4.93,16.428571,1024.6212,16.377472,2.6854167,0.14753879,0,31.642857
732829,NA,5.52,0.23,0.16,4.39,0.02,1.4375,-2.33,4.23,19.614286,1023.8541,17.559925,3.565308,0.25605672,14,32,3.005,1.59,0.76,11.64,0.107,2.0921053,-10.57,10.88,18.184524,1024.1655,16.923874,2.8541796,-0.61416905,14,29.571429,3.74,0.29,0.15,3.16,0.026,1.9333333,-2.11,3.01,17.5,1024.3444,16.493116,2.6335145,-0.51574581,0,28.785714
732843,4.51,6.53,0.76,0.3,5.4,0.05,2.5333333,-4.04,5.1,19.764286,1023.8277,18.97104,3.1061724,0.2425833,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732850,3.485,4.51,0.37,0.09,2.9,0,4.1111111,-1.07,2.81,20.919643,1023.5222,19.433929,3.2568452,-0.065061724,0,30.642857,6.53,0.76,0.3,5.4,0.05,2.5333333,-4.04,5.1,19.764286,1023.8277,18.97104,3.1061724,0.2425833,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732857,3.145,3.485,0.49,0.14,5.9,0,3.5,-1.75,5.76,19.102381,1023.9756,19.245458,3.5509187,0.31279274,0,31.285714,4.51,0.37,0.09,2.9,0,4.1111111,-1.07,2.81,20.919643,1023.5222,19.433929,3.2568452,-0.065061724,0,30.642857,6.53,0.76,0.3,5.4,0.05,2.5333333,-4.04,5.1,19.764286,1023.8277,18.97104,3.1061724,0.2425833,0,31
732864,3.905,3.145,0.44,0.16,3.7,0.02,2.75,-2.12,3.54,21.664286,1023.3166,19.752006,3.3131211,1.4540305,0,31.357143,3.485,0.49,0.14,5.9,0,3.5,-1.75,5.76,19.102381,1023.9756,19.245458,3.5509187,0.31279274,0,31.285714,4.51,0.37,0.09,2.9,0,4.1111111,-1.07,2.81,20.919643,1023.5222,19.433929,3.2568452,-0.065061724,0,30.642857
732871,1.555,3.905,0.41,0.24,4.2,0.01,1.7083333,-3.43,3.96,20.914286,1023.4875,20.316848,2.7622541,0.64866651,0,27.428571,3.145,0.44,0.16,3.7,0.02,2.75,-2.12,3.54,21.664286,1023.3166,19.752006,3.3131211,1.4540305,0,31.357143,3.485,0.49,0.14,5.9,0,3.5,-1.75,5.76,19.102381,1023.9756,19.245458,3.5509187,0.31279274,0,31.285714
732878,2.885,1.555,0.44,0.25,3.4,0.01,1.76,-3.56,3.15,21.357143,1023.3703,20.711866,2.8693711,-0.19398394,0.35714286,29.071429,3.905,0.41,0.24,4.2,0.01,1.7083333,-3.43,3.96,20.914286,1023.4875,20.316848,2.7622541,0.64866651,0,27.428571,3.145,0.44,0.16,3.7,0.02,2.75,-2.12,3.54,21.664286,1023.3166,19.752006,3.3131211,1.4540305,0,31.357143
732885,1.96,2.885,0.44,0.22,3.9,0.03,2,-3.08,3.68,23.614286,1022.7657,22.150673,3.042236,-0.067768492,0.57142857,29.928571,1.555,0.44,0.25,3.4,0.01,1.76,-3.56,3.15,21.357143,1023.3703,20.711866,2.8693711,-0.19398394,0.35714286,29.071429,3.905,0.41,0.24,4.2,0.01,1.7083333,-3.43,3.96,20.914286,1023.4875,20.316848,2.7622541,0.64866651,0,27.428571
732892,1.355,1.96,0.87,0.21,2.8,0.02,4.1428571,-2.49,2.59,23.591429,1022.7646,23.002679,3.0532738,0.0083688697,0.64285714,30.928571,2.885,0.44,0.22,3.9,0.03,2,-3.08,3.68,23.614286,1022.7657,22.150673,3.042236,-0.067768492,0.57142857,29.928571,1.555,0.44,0.25,3.4,0.01,1.76,-3.56,3.15,21.357143,1023.3703,20.711866,2.8693711,-0.19398394,0.35714286,29.071429
732899,2.93,1.355,0.55,0.25,3,0,2.2,-3.45,2.75,22.063095,1023.1804,22.703947,3.198486,-0.01991877,0.42857143,33.928571,1.96,0.87,0.21,2.8,0.02,4.1428571,-2.49,2.59,23.591429,1022.7646,23.002679,3.0532738,0.0083688697,0.64285714,30.928571,2.885,0.44,0.22,3.9,0.03,2,-3.08,3.68,23.614286,1022.7657,22.150673,3.042236,-0.067768492,0.57142857,29.928571
732906,2.31,2.93,0.57,0.24,3.1,0,2.375,-3.27,2.86,21.764286,1023.1993,22.031884,3.146558,-0.33909154,0,33.857143,1.355,0.55,0.25,3,0,2.2,-3.45,2.75,22.063095,1023.1804,22.703947,3.198486,-0.01991877,0.42857143,33.928571,1.96,0.87,0.21,2.8,0.02,4.1428571,-2.49,2.59,23.591429,1022.7646,23.002679,3.0532738,0.0083688697,0.64285714,30.928571
732913,2.31,2.31,0.49,0.24,1.7,0,2.0416667,-3.35,1.46,20.584286,1023.5028,21.411568,3.0251553,0.13404756,0,31.642857,2.93,0.57,0.24,3.1,0,2.375,-3.27,2.86,21.764286,1023.1993,22.031884,3.146558,-0.33909154,0,33.857143,1.355,0.55,0.25,3,0,2.2,-3.45,2.75,22.063095,1023.1804,22.703947,3.198486,-0.01991877,0.42857143,33.928571
732920,NA,2.31,0.55,0.3,1.9,0.01,1.8333333,-4.25,1.6,21.497619,1023.2639,20.602381,3.1125,0.91588535,0,29.857143,2.31,0.49,0.24,1.7,0,2.0416667,-3.35,1.46,20.584286,1023.5028,21.411568,3.0251553,0.13404756,0,31.642857,2.93,0.57,0.24,3.1,0,2.375,-3.27,2.86,21.764286,1023.1993,22.031884,3.146558,-0.33909154,0,33.857143
732934,1.19,2.955,0.5,0.34,2.5,0,1.4705882,-4.94,2.16,20.263333,1023.6167,20.163483,3.2616589,1.0033421,0,30.285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732941,3.81,1.19,0.77,0.3,2.7,0,2.5666667,-4.03,2.4,20.264286,1023.6361,19.836995,2.8110637,0.26316783,0,27.071429,2.955,0.5,0.34,2.5,0,1.4705882,-4.94,2.16,20.263333,1023.6167,20.163483,3.2616589,1.0033421,0,30.285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732948,3.305,3.81,0.79,0.4,4.93,0,1.975,-5.61,4.53,18.95,1023.9122,19.898929,3.1057738,0.443171,0,28.642857,1.19,0.77,0.3,2.7,0,2.5666667,-4.03,2.4,20.264286,1023.6361,19.836995,2.8110637,0.26316783,0,27.071429,2.955,0.5,0.34,2.5,0,1.4705882,-4.94,2.16,20.263333,1023.6167,20.163483,3.2616589,1.0033421,0,30.285714
732955,1.275,3.305,0.38,0.39,4.5,0.04,0.97435897,-5.86,4.11,17.478571,1024.242,19.651418,3.5921374,1.138924,0,30.285714,3.81,0.79,0.4,4.93,0,1.975,-5.61,4.53,18.95,1023.9122,19.898929,3.1057738,0.443171,0,28.642857,1.19,0.77,0.3,2.7,0,2.5666667,-4.03,2.4,20.264286,1023.6361,19.836995,2.8110637,0.26316783,0,27.071429
732962,1.35,1.275,0.8,0.39,4.3,0.06,2.0512821,-5.44,3.91,17.242857,1024.3057,18.948788,3.3674325,0.44025831,0,25.785714,3.305,0.38,0.39,4.5,0.04,0.97435897,-5.86,4.11,17.478571,1024.242,19.651418,3.5921374,1.138924,0,30.285714,3.81,0.79,0.4,4.93,0,1.975,-5.61,4.53,18.95,1023.9122,19.898929,3.1057738,0.443171,0,28.642857
732969,0.9,1.35,0.32,0.26,2.6,0.04,1.2307692,-3.84,2.34,18.55,1023.981,17.889842,3.1773551,-0.014203871,13.785714,23.571429,1.275,0.8,0.39,4.3,0.06,2.0512821,-5.44,3.91,17.242857,1024.3057,18.948788,3.3674325,0.44025831,0,25.785714,3.305,0.38,0.39,4.5,0.04,0.97435897,-5.86,4.11,17.478571,1024.242,19.651418,3.5921374,1.138924,0,30.285714
732976,1.39,0.9,1.05,0.36,2.1,0.02,2.9166667,-4.71,1.74,18.864286,1023.9169,17.355745,3.0055124,0.53032175,13.785714,21.642857,1.35,0.32,0.26,2.6,0.04,1.2307692,-3.84,2.34,18.55,1023.981,17.889842,3.1773551,-0.014203871,13.785714,23.571429,1.275,0.8,0.39,4.3,0.06,2.0512821,-5.44,3.91,17.242857,1024.3057,18.948788,3.3674325,0.44025831,0,25.785714
732983,0.845,1.39,0.45,0.29,2.4,0.02,1.5517241,-4.19,2.11,18.591667,1024.0117,17.225298,2.5830357,0.406761,0,20.928571,0.9,1.05,0.36,2.1,0.02,2.9166667,-4.71,1.74,18.864286,1023.9169,17.355745,3.0055124,0.53032175,13.785714,21.642857,1.35,0.32,0.26,2.6,0.04,1.2307692,-3.84,2.34,18.55,1023.981,17.889842,3.1773551,-0.014203871,13.785714,23.571429
732990,1.16,0.845,0.34,0.28,3,0.02,1.2142857,-4.14,2.72,17.8,1024.1788,17.822917,2.8258929,1.0405845,0,21.928571,1.39,0.45,0.29,2.4,0.02,1.5517241,-4.19,2.11,18.591667,1024.0117,17.225298,2.5830357,0.406761,0,20.928571,0.9,1.05,0.36,2.1,0.02,2.9166667,-4.71,1.74,18.864286,1023.9169,17.355745,3.0055124,0.53032175,13.785714,21.642857
732997,1.015,1.16,0.55,0.35,3.7,0.07,1.5714286,-5.05,3.35,17.964286,1024.1567,18.267068,3.6928313,1.9642384,1.0714286,19.714286,0.845,0.34,0.28,3,0.02,1.2142857,-4.14,2.72,17.8,1024.1788,17.822917,2.8258929,1.0405845,0,21.928571,1.39,0.45,0.29,2.4,0.02,1.5517241,-4.19,2.11,18.591667,1024.0117,17.225298,2.5830357,0.406761,0,20.928571
733004,0.895,1.015,0.28,0.25,2.6,0.01,1.12,-3.72,2.35,17.971429,1024.1606,18.20933,3.4309265,1.6095098,1.0714286,16.357143,1.16,0.55,0.35,3.7,0.07,1.5714286,-5.05,3.35,17.964286,1024.1567,18.267068,3.6928313,1.9642384,1.0714286,19.714286,0.845,0.34,0.28,3,0.02,1.2142857,-4.14,2.72,17.8,1024.1788,17.822917,2.8258929,1.0405845,0,21.928571
733011,0.875,0.895,0.45,0.31,3.1,0.05,1.4516129,-4.51,2.79,17.285714,1024.3594,17.747619,3.6642857,1.4522187,1.6428571,20.428571,1.015,0.28,0.25,2.6,0.01,1.12,-3.72,2.35,17.971429,1024.1606,18.20933,3.4309265,1.6095098,1.0714286,16.357143,1.16,0.55,0.35,3.7,0.07,1.5714286,-5.05,3.35,17.964286,1024.1567,18.267068,3.6928313,1.9642384,1.0714286,19.714286
733018,0.845,0.875,0.41,0.31,3.1,0.04,1.3225806,-4.55,2.79,16.442857,1024.5781,16.781548,3.9848214,1.6758065,1.6428571,21.214286,0.895,0.45,0.31,3.1,0.05,1.4516129,-4.51,2.79,17.285714,1024.3594,17.747619,3.6642857,1.4522187,1.6428571,20.428571,1.015,0.28,0.25,2.6,0.01,1.12,-3.72,2.35,17.971429,1024.1606,18.20933,3.4309265,1.6095098,1.0714286,16.357143
733025,0.89,0.845,2.45,0.57,5.1,0.32,4.2982456,-6.67,4.53,16.385714,1024.5877,16.431625,3.6878753,1.0618996,2.5714286,18.357143,0.875,0.41,0.31,3.1,0.04,1.3225806,-4.55,2.79,16.442857,1024.5781,16.781548,3.9848214,1.6758065,1.6428571,21.214286,0.895,0.45,0.31,3.1,0.05,1.4516129,-4.51,2.79,17.285714,1024.3594,17.747619,3.6642857,1.4522187,1.6428571,20.428571
733032,1.165,0.89,0.75,0.37,3.43,0.107,2.027027,-5.17,3.06,15.833333,1024.7357,16.302459,4.6161491,1.5619791,9.6428571,21.857143,0.845,2.45,0.57,5.1,0.32,4.2982456,-6.67,4.53,16.385714,1024.5877,16.431625,3.6878753,1.0618996,2.5714286,18.357143,0.875,0.41,0.31,3.1,0.04,1.3225806,-4.55,2.79,16.442857,1024.5781,16.781548,3.9848214,1.6758065,1.6428571,21.214286
733040,1.56,1.165,1.39,0.45,4.77,0.121,3.0888889,-5.81,4.32,15.385714,1024.8403,15.819643,5.7967262,3.1573191,10.357143,21.428571,0.89,0.75,0.37,3.43,0.107,2.027027,-5.17,3.06,15.833333,1024.7357,16.302459,4.6161491,1.5619791,9.6428571,21.857143,0.845,2.45,0.57,5.1,0.32,4.2982456,-6.67,4.53,16.385714,1024.5877,16.431625,3.6878753,1.0618996,2.5714286,18.357143
733046,2.785,1.56,0.49,0.37,4.76,0.078,1.3243243,-5.43,4.39,15.45,1024.8388,15.669345,5.08125,2.9769476,4,19.571429,1.165,1.39,0.45,4.77,0.121,3.0888889,-5.81,4.32,15.385714,1024.8403,15.819643,5.7967262,3.1573191,10.357143,21.428571,0.89,0.75,0.37,3.43,0.107,2.027027,-5.17,3.06,15.833333,1024.7357,16.302459,4.6161491,1.5619791,9.6428571,21.857143
733053,0.9,2.785,3.11,0.53,4.86,0.198,5.8679245,-5.37,4.33,14.736905,1024.9822,15.283036,4.8907738,2.8058235,0.71428571,22.285714,1.56,0.49,0.37,4.76,0.078,1.3243243,-5.43,4.39,15.45,1024.8388,15.669345,5.08125,2.9769476,4,19.571429,1.165,1.39,0.45,4.77,0.121,3.0888889,-5.81,4.32,15.385714,1024.8403,15.819643,5.7967262,3.1573191,10.357143,21.428571
733060,0.865,0.9,1.41,0.47,3.62,0.148,3,-6.11,3.15,13.87,1025.2086,14.701203,5.5816641,3.2750212,0,25,2.785,3.11,0.53,4.86,0.198,5.8679245,-5.37,4.33,14.736905,1024.9822,15.283036,4.8907738,2.8058235,0.71428571,22.285714,1.56,0.49,0.37,4.76,0.078,1.3243243,-5.43,4.39,15.45,1024.8388,15.669345,5.08125,2.9769476,4,19.571429
733067,0.74,0.865,0.92,0.41,2.59,0.112,2.2439024,-5.64,2.18,14.371429,1025.1046,14.311322,5.0108307,3.0241706,0,21.142857,0.9,1.41,0.47,3.62,0.148,3,-6.11,3.15,13.87,1025.2086,14.701203,5.5816641,3.2750212,0,25,2.785,3.11,0.53,4.86,0.198,5.8679245,-5.37,4.33,14.736905,1024.9822,15.283036,4.8907738,2.8058235,0.71428571,22.285714
733074,0.905,0.74,0.42,0.34,1.55,0.047,1.2352941,-5.02,1.21,14.921429,1024.9577,14.529762,4.1997024,0.9493604,8.5,21.642857,0.865,0.92,0.41,2.59,0.112,2.2439024,-5.64,2.18,14.371429,1025.1046,14.311322,5.0108307,3.0241706,0,21.142857,0.9,1.41,0.47,3.62,0.148,3,-6.11,3.15,13.87,1025.2086,14.701203,5.5816641,3.2750212,0,25
733081,1.19,0.905,2.02,0.49,3.09,0.192,4.122449,-5.82,2.6,15.058333,1024.945,14.955745,3.5707039,0.52363583,8.5,20.571429,0.74,0.42,0.34,1.55,0.047,1.2352941,-5.02,1.21,14.921429,1024.9577,14.529762,4.1997024,0.9493604,8.5,21.642857,0.865,0.92,0.41,2.59,0.112,2.2439024,-5.64,2.18,14.371429,1025.1046,14.311322,5.0108307,3.0241706,0,21.142857
733088,2.08,1.19,0.61,0.36,1.96,0.094,1.6944444,-5.15,1.6,14.985714,1024.9592,15.043841,4.3177277,1.6388036,0.57142857,22.142857,0.905,2.02,0.49,3.09,0.192,4.122449,-5.82,2.6,15.058333,1024.945,14.955745,3.5707039,0.52363583,8.5,20.571429,0.74,0.42,0.34,1.55,0.047,1.2352941,-5.02,1.21,14.921429,1024.9577,14.529762,4.1997024,0.9493604,8.5,21.642857
733095,2.61,2.08,0.2,0.28,1.85,0.031,0.71428571,-4.28,1.57,15.245238,1024.8837,14.958075,4.559278,0.78747054,16.785714,28.857143,1.19,0.61,0.36,1.96,0.094,1.6944444,-5.15,1.6,14.985714,1024.9592,15.043841,4.3177277,1.6388036,0.57142857,22.142857,0.905,2.02,0.49,3.09,0.192,4.122449,-5.82,2.6,15.058333,1024.945,14.955745,3.5707039,0.52363583,8.5,20.571429
733102,5.93,2.61,3.22,0.47,5.46,0.264,6.8510638,-4.3,4.99,14.51,1024.9601,14.472658,5.871778,1.1749485,19.857143,32.857143,2.08,0.2,0.28,1.85,0.031,0.71428571,-4.28,1.57,15.245238,1024.8837,14.958075,4.559278,0.78747054,16.785714,28.857143,1.19,0.61,0.36,1.96,0.094,1.6944444,-5.15,1.6,14.985714,1024.9592,15.043841,4.3177277,1.6388036,0.57142857,22.142857
733109,1.615,5.93,1.12,0.34,2.05,0.089,3.2941176,-4.32,1.71,14.278571,1025.0987,14.077381,5.9458333,2.0684858,3.6428571,28,2.61,3.22,0.47,5.46,0.264,6.8510638,-4.3,4.99,14.51,1024.9601,14.472658,5.871778,1.1749485,19.857143,32.857143,2.08,0.2,0.28,1.85,0.031,0.71428571,-4.28,1.57,15.245238,1024.8837,14.958075,4.559278,0.78747054,16.785714,28.857143
733116,2.425,1.615,0.42,0.2,0.81,0.036,2.1,-2.78,0.61,15.307143,1024.9063,14.490502,2.9672878,0.79870281,0,20.928571,5.93,1.12,0.34,2.05,0.089,3.2941176,-4.32,1.71,14.278571,1025.0987,14.077381,5.9458333,2.0684858,3.6428571,28,2.61,3.22,0.47,5.46,0.264,6.8510638,-4.3,4.99,14.51,1024.9601,14.472658,5.871778,1.1749485,19.857143,32.857143
733123,3.085,2.425,0.38,0.25,1.73,0.034,1.52,-3.62,1.48,15.411905,1024.9063,14.719286,2.7257062,0.31227892,1.6428571,26,1.615,0.42,0.2,0.81,0.036,2.1,-2.78,0.61,15.307143,1024.9063,14.490502,2.9672878,0.79870281,0,20.928571,5.93,1.12,0.34,2.05,0.089,3.2941176,-4.32,1.71,14.278571,1025.0987,14.077381,5.9458333,2.0684858,3.6428571,28
733130,1.305,3.085,1.63,0.39,4.2,0.148,4.1794872,-4.61,3.81,15.708333,1024.8459,14.540262,4.0899272,0.67199857,1.6428571,33,2.425,0.38,0.25,1.73,0.034,1.52,-3.62,1.48,15.411905,1024.9063,14.719286,2.7257062,0.31227892,1.6428571,26,1.615,0.42,0.2,0.81,0.036,2.1,-2.78,0.61,15.307143,1024.9063,14.490502,2.9672878,0.79870281,0,20.928571
