Location_Code,latitude (degrees_north),longitude (degrees_east),depth (m),SampleID,time (UTC),Temp (degree_C),Air_Temp (degree_C),Salinity,Chl_Volume_Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg_Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg_Phaeo (mg/m3),Phosphate (uM),Silicate (uM),Nitrite (uM),Nitrite_Nitrate (uM),Ammonium (uM),Nitrate (uM),DA_Volume_Filtered (mL),pDA (ng/mL),tDA (ng/mL),dDA (ng/mL),Volume_Settled_for_Counting (mL),Akashiwo_sanguinea (cells/L),Alexandrium_spp (cells/L),Dinophysis_spp (cells/L),Lingulodinium_polyedra (cells/L),Prorocentrum_spp (cells/L),Pseudo_nitzschia_delicatissima_group (cells/L),Pseudo_nitzschia_seriata_group (cells/L),Ceratium_spp (cells/L),Cochlodinium_spp (cells/L),Gymnodinium_spp (cells/L),Other_Diatoms (cells/L),Other_Dinoflagellates (cells/L),Total_Phytoplankton (cells/L)
SIO,32.867,-117.257,NaN,20210301,2021-03-01T19:21:00Z,14.6,NaN,NaN,100.0,1.74,1.94,1.84,0.34,0.49,0.42,0.26,5.5,0.0,NaN,0.52,0.37,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,2503.0,16896.0,25658.0,3755.0,2503.0,0.0,0.0,110141.0,31917.0,193373.0
SIO,32.867,-117.257,NaN,20210308,2021-03-08T19:31:00Z,14.6,NaN,NaN,100.0,4.37,4.37,4.37,0.81,1.01,0.91,0.29,9.5,0.0,NaN,2.57,0.6,200.0,0.0,NaN,NaN,NaN,0.0,0.0,1878.0,1877.0,8762.0,10013.0,5633.0,6258.0,2503.0,0.0,240307.0,36922.0,314153.0
SIO,32.867,-117.257,NaN,20210315,2021-03-15T17:40:00Z,14.9,NaN,NaN,100.0,5.95,5.75,5.85,1.1,1.08,1.09,0.16,5.1,0.0,NaN,0.31,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,1252.0,5632.0,24406.0,11890.0,0.0,16897.0,0.0,0.0,181483.0,20651.0,262211.0
SIO,32.867,-117.257,NaN,20210322,2021-03-22T17:46:00Z,13.3,NaN,NaN,100.0,8.02,9.18,8.6,1.31,1.35,1.33,0.63,13.5,0.0,NaN,0.49,5.93,200.0,0.0,NaN,NaN,NaN,626.0,5006.0,626.0,15645.0,33167.0,14393.0,3755.0,38174.0,11264.0,0.0,197128.0,66336.0,386120.0
SIO,32.867,-117.257,NaN,20210329,2021-03-29T18:11:00Z,14.8,NaN,NaN,100.0,8.29,8.38,8.34,0.51,0.03,0.27,0.28,8.2,0.0,NaN,0.31,0.61,200.0,0.0,NaN,NaN,NaN,626.0,2503.0,5006.0,13768.0,88238.0,46309.0,23780.0,66960.0,10013.0,0.0,183361.0,95748.0,536312.0
SIO,32.867,-117.257,NaN,20210405,2021-04-05T18:16:00Z,16.3,NaN,NaN,100.0,4.33,4.24,4.29,0.69,0.51,0.6,0.2,3.5,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,1252.0,0.0,1252.0,9387.0,61328.0,60077.0,5006.0,6257.0,0.0,0.0,110142.0,51317.0,306018.0
SIO,32.867,-117.257,NaN,20210412,2021-04-12T18:09:00Z,17.7,NaN,NaN,100.0,3.66,3.66,3.66,0.74,0.67,0.71,0.0,4.0,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,0.0,1252.0,1252.0,8135.0,41929.0,22529.0,0.0,5633.0,2503.0,0.0,70715.0,58198.0,212146.0
SIO,32.867,-117.257,NaN,20210419,2021-04-19T18:06:00Z,17.1,NaN,NaN,100.0,6.43,6.46,6.45,0.7,0.63,0.66,0.21,7.3,0.0,NaN,0.0,0.37,200.0,0.0,NaN,NaN,NaN,0.0,1252.0,2504.0,37548.0,144560.0,8135.0,1252.0,14393.0,2503.0,0.0,110767.0,81354.0,404268.0
SIO,32.867,-117.257,NaN,20210426,2021-04-26T18:25:00Z,16.4,NaN,NaN,100.0,1.92,1.94,1.93,0.32,0.33,0.33,0.22,8.8,0.0,NaN,0.27,2.16,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,2503.0,13141.0,122657.0,9387.0,5633.0,0.0,0.0,173973.0,21278.0,348572.0
SIO,32.867,-117.257,NaN,20210503,2021-05-03T17:58:00Z,17.2,NaN,NaN,100.0,3.71,3.88,3.8,1.12,1.14,1.13,0.21,7.8,0.0,NaN,0.21,0.76,200.0,0.0,NaN,NaN,NaN,0.0,0.0,1252.0,8761.0,45683.0,83857.0,5632.0,3129.0,0.0,0.0,232173.0,33794.0,414281.0
SIO,32.867,-117.257,NaN,20210510,2021-05-10T17:55:00Z,18.0,NaN,NaN,100.0,4.62,4.55,4.59,0.68,0.84,0.76,0.0,5.2,0.0,NaN,0.24,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,1252.0,15019.0,33167.0,47561.0,6258.0,11890.0,0.0,0.0,155825.0,55071.0,326043.0
SIO,32.867,-117.257,NaN,20210517,2021-05-17T18:02:00Z,18.1,NaN,NaN,100.0,4.03,3.8,3.91,0.59,0.72,0.65,0.14,5.8,0.0,NaN,1.23,0.0,200.0,0.0,NaN,NaN,NaN,408.0,272.0,1632.0,11690.0,24875.0,8835.0,136.0,10875.0,3671.0,680.0,45809.0,57089.0,165972.0
SIO,32.867,-117.257,NaN,20210524,2021-05-24T18:00:00Z,19.4,NaN,NaN,100.0,1.51,1.62,1.56,0.3,0.3,0.3,0.0,3.7,0.0,NaN,0.29,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210601,2021-06-01T18:32:00Z,19.6,NaN,NaN,100.0,2.37,2.43,2.4,0.75,0.74,0.75,0.0,3.1,0.0,NaN,0.37,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210607,2021-06-07T18:41:00Z,19.4,NaN,NaN,100.0,4.37,4.26,4.31,1.07,0.92,0.99,0.1,2.4,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210614,2021-06-14T18:10:00Z,19.9,NaN,NaN,100.0,1.39,1.42,1.4,0.43,0.45,0.44,0.0,2.5,0.0,NaN,0.23,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210621,2021-06-21T17:44:00Z,19.7,NaN,NaN,100.0,1.34,1.3,1.32,0.43,0.45,0.44,0.15,2.4,0.0,NaN,0.6,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210628,2021-06-28T16:27:00Z,19.1,NaN,NaN,100.0,1.47,1.87,1.67,0.48,0.66,0.57,0.19,2.5,0.0,NaN,0.96,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210706,2021-07-06T17:30:00Z,21.0,NaN,NaN,100.0,2.13,2.18,2.15,0.65,0.68,0.66,0.0,1.0,0.0,NaN,0.37,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210712,2021-07-12T18:00:00Z,22.1,NaN,NaN,100.0,0.61,1.18,0.89,1.53,0.4,0.97,0.15,1.3,0.0,NaN,0.76,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210719,2021-07-19T17:16:00Z,23.4,NaN,NaN,100.0,1.4,1.34,1.37,0.31,0.33,0.32,0.13,1.5,0.0,NaN,0.43,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210726,2021-07-26T19:01:00Z,22.6,NaN,NaN,100.0,1.62,1.4,1.51,0.0,0.35,0.16,0.0,0.0,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210802,2021-08-02T18:48:00Z,16.0,NaN,NaN,100.0,1.1,2.4,1.75,1.88,0.67,1.27,0.34,2.8,0.0,NaN,0.46,0.65,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210809,2021-08-09T19:17:00Z,21.2,NaN,NaN,100.0,1.83,1.84,1.84,0.31,0.33,0.32,0.0,0.0,0.0,NaN,0.38,0.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210816,2021-08-16T19:17:00Z,20.2,NaN,NaN,100.0,2.05,2.01,2.03,0.49,0.54,0.51,0.11,2.6,0.0,NaN,0.25,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210823,2021-08-23T18:50:00Z,21.7,NaN,NaN,100.0,2.71,2.93,2.82,0.83,0.91,0.87,0.0,1.6,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210830,2021-08-30T19:38:00Z,20.3,NaN,NaN,100.0,2.37,2.33,2.35,0.88,0.91,0.9,0.0,2.8,0.0,NaN,0.61,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210907,2021-09-07T19:00:00Z,20.3,NaN,NaN,100.0,2.1,2.04,2.07,0.46,0.46,0.46,0.12,3.0,0.0,NaN,0.26,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210913,2021-09-13T18:50:00Z,17.1,NaN,NaN,100.0,4.82,4.86,4.84,1.14,1.11,1.12,0.36,5.6,0.0,NaN,0.22,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20210920,2021-09-20T18:58:00Z,18.8,NaN,NaN,100.0,2.11,2.19,2.15,0.55,0.55,0.55,0.27,4.9,0.0,NaN,0.76,0.49,200.0,0.0,NaN,NaN,NaN,272.0,0.0,136.0,680.0,12913.0,4486.0,544.0,816.0,0.0,272.0,88763.0,30040.0,138922.0
SIO,32.867,-117.257,NaN,20210927,2021-09-27T19:33:00Z,18.1,NaN,NaN,100.0,2.7,2.74,2.72,0.77,0.83,0.8,0.2,2.8,0.0,NaN,0.3,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20211004,2021-10-04T19:40:00Z,19.9,NaN,NaN,100.0,2.25,2.26,2.26,0.37,0.38,0.38,0.0,1.9,0.0,NaN,0.38,0.0,200.0,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20211011,2021-10-11T18:52:00Z,19.0,NaN,NaN,100.0,4.85,4.86,4.86,0.97,0.96,0.96,0.17,2.1,0.0,NaN,0.0,0.49,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20211018,2021-10-18T19:08:00Z,18.9,NaN,NaN,100.0,1.02,0.99,1.01,0.29,0.26,0.28,0.18,1.3,0.0,NaN,0.25,0.36,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20211025,2021-10-25T18:25:00Z,18.1,NaN,NaN,100.0,3.42,3.44,3.43,1.04,0.97,1.0,0.16,1.8,0.0,NaN,0.0,0.35,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20211101,2021-11-01T18:48:00Z,18.6,NaN,NaN,100.0,1.81,1.81,1.81,0.39,0.38,0.38,0.14,1.6,0.0,NaN,0.0,0.24,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,626.0,6884.0,3129.0,0.0,1252.0,0.0,0.0,38174.0,17522.0,67587.0
SIO,32.867,-117.257,NaN,20211108,2021-11-08T19:43:00Z,18.2,NaN,NaN,100.0,2.1,2.18,2.14,0.37,0.35,0.36,0.15,1.7,0.0,NaN,0.0,0.62,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,4103.0,6565.0,821.0,0.0,4923.0,0.0,1231.0,86563.0,29536.0,133742.0
SIO,32.867,-117.257,NaN,20211115,2021-11-15T20:08:00Z,17.4,NaN,NaN,100.0,11.49,11.04,11.26,0.57,0.76,0.66,0.18,2.3,0.0,NaN,0.34,0.37,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,133296.0,11890.0,1252.0,0.0,10012.0,3755.0,1252.0,28161.0,40052.0,229670.0
SIO,32.867,-117.257,NaN,20211122,2021-11-22T19:50:00Z,17.5,NaN,NaN,100.0,2.58,2.45,2.51,0.95,1.1,1.03,0.19,2.3,0.0,NaN,0.0,0.23,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,4381.0,18149.0,626.0,2503.0,626.0,1877.0,1252.0,40051.0,69462.0,139553.0
SIO,32.867,-117.257,NaN,20211129,2021-11-29T19:40:00Z,17.1,NaN,NaN,100.0,1.07,1.09,1.08,0.34,0.32,0.33,0.24,1.7,0.0,NaN,0.64,0.45,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,4381.0,5007.0,626.0,0.0,0.0,0.0,0.0,41929.0,25657.0,77600.0
SIO,32.867,-117.257,NaN,20211206,2021-12-06T20:07:00Z,15.8,NaN,NaN,100.0,8.59,8.63,8.61,0.28,0.14,0.21,0.38,3.0,0.0,NaN,0.31,1.1,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,53819.0,5632.0,9387.0,1252.0,1252.0,0.0,1877.0,38174.0,35671.0,147064.0
SIO,32.867,-117.257,NaN,20211213,2021-12-13T19:39:00Z,15.8,NaN,NaN,100.0,1.98,1.95,1.97,0.3,0.34,0.32,0.32,2.2,0.0,NaN,0.49,1.13,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,7068.0,952.0,5165.0,408.0,1903.0,952.0,272.0,16040.0,11146.0,43906.0
SIO,32.867,-117.257,NaN,20211220,2021-12-20T20:05:00Z,15.2,NaN,NaN,100.0,1.9,1.9,1.9,0.5,0.43,0.46,0.33,2.6,0.0,NaN,0.49,1.27,200.0,0.0,NaN,NaN,NaN,0.0,2503.0,0.0,2503.0,1252.0,25657.0,11265.0,626.0,0.0,0.0,108264.0,21277.0,173347.0
SIO,32.867,-117.257,NaN,20211227,2021-12-27T19:53:00Z,15.1,NaN,NaN,100.0,1.24,1.21,1.22,0.24,0.24,0.24,0.31,2.1,0.0,NaN,0.59,0.94,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,1087.0,272.0,2447.0,5165.0,816.0,1087.0,0.0,61849.0,10195.0,82918.0
SIO,32.867,-117.257,NaN,20220103,2022-01-03T20:01:00Z,15.2,NaN,NaN,100.0,1.0,0.97,0.98,0.38,0.38,0.38,0.31,1.7,0.0,NaN,0.0,0.79,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,626.0,18148.0,3755.0,0.0,0.0,0.0,113896.0,21277.0,157702.0
SIO,32.867,-117.257,NaN,20220110,2022-01-10T20:16:00Z,15.1,NaN,NaN,100.0,1.52,1.57,1.54,0.48,0.45,0.46,0.34,2.1,0.0,NaN,0.0,0.53,200.0,0.0,NaN,NaN,NaN,0.0,136.0,0.0,3262.0,136.0,1632.0,408.0,5981.0,680.0,0.0,9786.0,16176.0,38197.0
SIO,32.867,-117.257,NaN,20220118,2022-01-18T19:53:00Z,15.6,NaN,NaN,100.0,1.01,1.06,1.03,0.33,0.34,0.33,0.29,1.3,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,136.0,1903.0,0.0,1088.0,0.0,2990.0,136.0,0.0,2310.0,6933.0,15496.0
SIO,32.867,-117.257,NaN,20220124,2022-01-24T20:00:00Z,15.1,NaN,NaN,100.0,2.5,2.46,2.48,0.49,0.51,0.5,0.38,2.7,0.0,NaN,0.0,0.88,200.0,0.0,NaN,NaN,NaN,0.0,0.0,272.0,7748.0,3398.0,680.0,136.0,10060.0,1088.0,136.0,5709.0,24194.0,53421.0
SIO,32.867,-117.257,NaN,20220131,2022-01-31T19:58:00Z,15.6,NaN,NaN,100.0,0.54,0.52,0.53,0.16,0.16,0.16,0.29,1.6,0.0,NaN,0.0,0.24,200.0,0.0,NaN,NaN,NaN,0.0,0.0,136.0,1223.0,136.0,1223.0,0.0,680.0,0.0,0.0,1496.0,10331.0,15225.0
SIO,32.867,-117.257,NaN,20220207,2022-02-07T19:51:00Z,15.2,NaN,NaN,100.0,1.39,1.43,1.41,0.27,0.33,0.3,0.33,2.7,0.0,NaN,0.39,0.52,200.0,0.0,NaN,NaN,NaN,0.0,0.0,136.0,3398.0,952.0,3670.0,1631.0,4350.0,0.0,136.0,14817.0,25962.0,55052.0
SIO,32.867,-117.257,NaN,20220214,2022-02-14T19:51:00Z,16.0,NaN,NaN,100.0,1.13,1.14,1.14,0.26,0.22,0.24,0.27,2.1,0.0,NaN,0.38,0.2,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,9387.0,50690.0,14393.0,0.0,0.0,0.0,108890.0,28787.0,212147.0
SIO,32.867,-117.257,NaN,20220222,2022-02-22T19:53:00Z,15.1,NaN,NaN,100.0,1.84,1.77,1.81,0.31,0.33,0.32,0.28,1.8,0.0,NaN,0.35,0.48,200.0,0.0,NaN,NaN,NaN,0.0,0.0,410.0,12308.0,820.0,20103.0,9436.0,1231.0,0.0,0.0,100921.0,22974.0,168203.0
SIO,32.867,-117.257,NaN,20220228,2022-02-28T20:00:00Z,14.7,NaN,NaN,100.0,4.29,2.47,3.38,0.45,2.31,1.38,0.22,3.6,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,32542.0,5633.0,11890.0,4381.0,4381.0,0.0,0.0,22529.0,28160.0,109516.0
SIO,32.867,-117.257,NaN,20220307,2022-03-07T19:55:00Z,15.2,NaN,NaN,100.0,1.83,1.82,1.82,0.35,0.28,0.31,0.26,3.4,0.0,NaN,0.2,1.23,200.0,0.0,NaN,NaN,NaN,626.0,0.0,0.0,5632.0,10012.0,10638.0,5006.0,626.0,0.0,0.0,167716.0,22530.0,222786.0
SIO,32.867,-117.257,NaN,20220314,2022-03-14T19:00:00Z,15.5,NaN,NaN,100.0,5.01,4.93,4.97,0.22,0.29,0.25,0.18,2.4,0.0,NaN,0.28,0.7,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,44432.0,22529.0,6884.0,626.0,8761.0,0.0,1252.0,48812.0,50690.0,183986.0
SIO,32.867,-117.257,NaN,20220321,2022-03-21T19:09:00Z,16.0,NaN,NaN,100.0,11.1,10.92,11.01,0.88,0.61,0.74,0.15,4.1,0.0,NaN,0.0,1.63,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,113270.0,49438.0,1252.0,626.0,18774.0,0.0,0.0,80102.0,84484.0,348572.0
SIO,32.867,-117.257,NaN,20220328,2022-03-28T18:07:00Z,15.1,NaN,NaN,100.0,5.05,5.35,5.2,0.51,0.1,0.3,0.28,4.7,0.0,NaN,0.3,1.41,200.0,0.0,NaN,NaN,NaN,626.0,0.0,0.0,23155.0,21278.0,30664.0,30665.0,7510.0,0.0,0.0,423667.0,45682.0,583247.0
SIO,32.867,-117.257,NaN,20220404,2022-04-04T19:05:00Z,16.0,NaN,NaN,100.0,4.8,4.33,4.57,0.52,0.73,0.63,0.22,4.0,0.0,NaN,0.43,1.26,200.0,0.0,NaN,NaN,NaN,8135.0,0.0,626.0,23155.0,23781.0,6258.0,0.0,11265.0,0.0,0.0,62580.0,37547.0,173347.0
SIO,32.867,-117.257,NaN,20220411,2022-04-11T18:57:00Z,17.0,NaN,NaN,100.0,2.83,2.75,2.79,0.5,0.66,0.58,0.2,4.2,0.0,NaN,0.43,0.0,200.0,0.0,NaN,NaN,NaN,1252.0,0.0,0.0,15019.0,26909.0,3755.0,3129.0,5633.0,0.0,626.0,95747.0,35044.0,187114.0
SIO,32.867,-117.257,NaN,20220418,2022-04-18T19:08:00Z,15.4,NaN,NaN,100.0,2.43,6.52,4.48,6.03,1.51,3.77,0.49,8.4,0.0,NaN,0.61,2.65,200.0,0.0,NaN,NaN,NaN,1877.0,626.0,1878.0,76974.0,28787.0,3755.0,0.0,13767.0,8761.0,1252.0,38800.0,86986.0,263463.0
SIO,32.867,-117.257,NaN,20220425,2022-04-25T19:10:00Z,15.6,NaN,NaN,100.0,8.2,8.03,8.12,0.75,0.8,0.78,0.33,13.2,0.0,NaN,0.0,1.7,200.0,0.0,NaN,NaN,NaN,20651.0,0.0,1878.0,35671.0,29412.0,140805.0,96373.0,5633.0,8135.0,626.0,275354.0,122657.0,737195.0
SIO,32.867,-117.257,NaN,20220502,2022-05-02T19:07:00Z,16.1,NaN,NaN,100.0,3.24,3.31,3.28,0.62,0.46,0.54,0.2,5.8,0.0,NaN,0.39,0.26,200.0,0.0,NaN,NaN,NaN,7510.0,0.0,0.0,1877.0,12516.0,81980.0,18148.0,1252.0,0.0,0.0,358585.0,90741.0,572609.0
SIO,32.867,-117.257,NaN,20220509,2022-05-09T19:00:00Z,17.7,NaN,NaN,100.0,3.06,3.22,3.14,0.64,0.67,0.66,0.26,3.9,0.0,NaN,0.63,1.18,200.0,0.0,NaN,NaN,NaN,1877.0,0.0,0.0,16271.0,23780.0,35671.0,5006.0,2503.0,0.0,626.0,346069.0,56323.0,488126.0
SIO,32.867,-117.257,NaN,20220516,2022-05-16T19:01:00Z,17.2,NaN,NaN,100.0,11.81,NaN,11.81,1.09,NaN,1.09,0.21,7.6,0.0,NaN,0.46,2.0,200.0,0.0,NaN,NaN,NaN,69577.0,2961.0,0.0,74018.0,118428.0,26646.0,0.0,20725.0,4441.0,4441.0,260543.0,288669.0,870449.0
SIO,32.867,-117.257,NaN,20220523,2022-05-23T15:31:00Z,17.4,NaN,NaN,100.0,3.08,3.31,3.19,1.18,0.76,0.97,0.15,4.7,0.0,NaN,0.73,0.28,200.0,0.0,NaN,NaN,NaN,3129.0,0.0,1252.0,10639.0,45683.0,6258.0,6258.0,7509.0,1252.0,1252.0,50690.0,69464.0,203386.0
SIO,32.867,-117.257,NaN,20220531,2022-05-31T18:52:00Z,19.1,NaN,NaN,100.0,5.94,5.7,5.82,0.72,0.64,0.68,0.15,3.1,0.0,NaN,0.3,0.41,200.0,0.0,NaN,NaN,NaN,2503.0,4381.0,626.0,26909.0,11891.0,23781.0,1878.0,11890.0,0.0,0.0,314151.0,68212.0,466222.0
SIO,32.867,-117.257,NaN,20220606,2022-06-06T19:06:00Z,20.9,NaN,NaN,100.0,2.19,2.27,2.23,0.49,0.52,0.51,0.15,2.0,0.0,NaN,1.12,0.34,200.0,0.0,NaN,NaN,NaN,0.0,1252.0,626.0,18774.0,5632.0,0.0,0.0,3755.0,5006.0,1877.0,85109.0,115774.0,237805.0
SIO,32.867,-117.257,NaN,20220613,2022-06-13T19:01:00Z,19.5,NaN,NaN,100.0,1.95,1.92,1.93,0.41,0.43,0.42,0.22,2.2,0.0,NaN,0.32,0.32,200.0,0.0,NaN,NaN,NaN,0.0,626.0,0.0,5632.0,1252.0,4381.0,0.0,1877.0,1252.0,1252.0,45683.0,35044.0,96999.0
SIO,32.867,-117.257,NaN,20220621,2022-06-21T19:06:00Z,21.2,NaN,NaN,100.0,1.25,1.39,1.32,0.49,0.42,0.46,0.19,2.0,0.0,NaN,0.79,0.6,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,2503.0,2504.0,0.0,0.0,1878.0,0.0,1877.0,37548.0,55070.0,101380.0
SIO,32.867,-117.257,NaN,20220627,2022-06-27T18:46:00Z,18.4,NaN,NaN,100.0,2.33,2.27,2.3,0.39,0.41,0.4,0.18,4.9,0.0,NaN,0.36,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,6258.0,7510.0,1252.0,626.0,16271.0,1252.0,3755.0,60702.0,85734.0,183360.0
SIO,32.867,-117.257,NaN,20220705,2022-07-05T19:07:00Z,21.5,NaN,NaN,100.0,2.55,2.6,2.58,0.44,0.43,0.44,0.13,2.9,0.0,NaN,0.86,0.27,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,13768.0,13767.0,8761.0,0.0,2503.0,1252.0,8761.0,113896.0,73845.0,236553.0
SIO,32.867,-117.257,NaN,20220711,2022-07-11T19:25:00Z,20.6,NaN,NaN,100.0,4.89,5.02,4.95,0.8,0.7,0.75,0.1,2.9,0.0,NaN,0.56,0.27,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,28787.0,25658.0,14394.0,5006.0,17523.0,3755.0,6884.0,262837.0,109514.0,474984.0
SIO,32.867,-117.257,NaN,20220718,2022-07-18T19:05:00Z,19.1,NaN,NaN,100.0,1.93,2.01,1.97,0.4,0.39,0.4,0.15,3.3,0.0,NaN,0.49,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,626.0,18148.0,11264.0,4381.0,0.0,0.0,5632.0,178354.0,50690.0,269095.0
SIO,32.867,-117.257,NaN,20220725,2022-07-25T19:07:00Z,22.1,NaN,NaN,100.0,4.63,4.49,4.56,0.56,0.58,0.57,0.0,0.0,0.0,NaN,0.44,0.0,200.0,0.0,NaN,NaN,NaN,0.0,626.0,0.0,35671.0,45684.0,28161.0,6258.0,6884.0,626.0,13142.0,413655.0,74469.0,625176.0
SIO,32.867,-117.257,NaN,20220801,2022-08-01T19:00:00Z,23.5,NaN,NaN,100.0,1.36,1.35,1.35,0.32,0.37,0.35,0.0,0.0,0.0,NaN,0.77,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,10013.0,10012.0,5632.0,0.0,4381.0,0.0,5632.0,254702.0,53194.0,343566.0
